name,form,url,artists,status
Lotad,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/270Lotad.png,Scepticallistic,done
Lombre,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/271Lombre.png,Pika|Scepticallistic,done
Ludicolo,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/272Ludicolo.png,TVBoyCanti|Wizwum,done
Seedot,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/273Seedot.png,Nopie,done
Nuzleaf,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/274Nuzleaf.png,Nopie,done
Shiftry,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/275Shiftry.png,Nopie,done
Taillow,,,,
Swellow,,,,
Wingull,,,,
Pelipper,,,,
Ralts,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/280Ralts.png,Scepticallistic,done
Kirlia,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/281Kirlia.png,Scepticallistic,done
Gardevoir,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/282Gardevoir.png,aXl,done
Surskit,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/283Surskit.png,Sleet,done
Masquerain,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/284Masquerain.png,Sleet,done
Shroomish,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/285Shroomish.png,DjGopher,done
Breloom,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/286Breloom.png,Skaisdead,done
Slakoth,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/287Slakoth.png,DjGopher,done
Vigoroth,,,,
Slaking,,,,
Nincada,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/290Nincada.png,Sleet,done
Ninjask,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/291Ninjask.png,Arch,done
Shedinja,,,,
Whismur,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/293Whismur.png,Nopie|Wizwum,done
Loudred,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/294Loudred.png,Nopie,done
Exploud,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/295Exploud.png,Nopie,done
Makuhita,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/296Makuhita.png,TacoHawk76,done
Hariyama,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/297Hariyama.png,TacoHawk76,done
Azurill,,,,
Nosepass,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/299Nosepass.png,Scepticallistic,done
Skitty,,,,
Delcatty,,,,
Sableye,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/302Sableye.png,JarardoMartino|Scepticallistic,done
Mawile,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/303Mawile.png,Tayla,done
Aron,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/304Aron.png,Wichu,done
Lairon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/305Lairon.png,Wichu,done
Aggron,,,,
Meditite,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/307Meditite.png,Sleet,done
Medicham,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/308Medicham.png,Sleet,done
Electrike,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/309Electrike.png,Arch|Scepticallistic,done
Manectric,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/310Manectric.png,Arch|DarthVader317,done
Plusle,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/311Plusle.png,Miilanda|Sleet,done
Minun,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/312Minun.png,Sleet,done
Volbeat,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/313Volbeat.png,Arch|Scepticallistic,done
Illumise,,,,
Roselia,,,,
Gulpin,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/316Gulpin.png,Sleet,done
Swalot,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/317Swalot.png,Sleet,done
Carvanha,,,,
Sharpedo,,,,
Wailmer,,,,
Wailord,,,,
Numel,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/322Numel.png,Miilanda,done
Camerupt,,,,
Torkoal,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/324Torkoal.png,Sleet,done
Spoink,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/325Spoink.png,Sleet,done
Grumpig,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/326Grumpig.png,Sleet,done
Spinda,,,,
Trapinch,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/328Trapinch.png,Pika|Scepticallistic,done
Vibrava,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/329Vibrava.png,Sleet,done
Flygon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/330Flygon.png,Tayla|Scepticallistic,done
Cacnea,,,,
Cacturne,,,,
Swablu,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/333Swablu.png,Tayla,done
Altaria,,,,
Zangoose,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/335Zangoose.png,The 100 Mega Shock!,done
Seviper,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/336Seviper.png,Mektar|Wizwum,done
Lunatone,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/337Lunatone.png,Scepticallistic,done
Solrock,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/338Solrock.png,Alchemator|Wizwum,done
Barboach,,,,
Whiscash,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/340Whiscash.png,Scepticallistic,done
Corphish,,,,
Crawdaunt,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/342Crawdaunt.png,Sleet,done
Baltoy,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/343Baltoy.png,Danilyu,done
Claydol,,,,
Lileep,,,,
Cradily,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/346Cradily.png,Sleet|Scepticallistic,done
Anorith,,,,
Armaldo,,,,
Feebas,,,,
Milotic,,,MrBlack,reserved
Castform,,,Mektar,reserved
Castform,Sunny,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/351CastformSUN.png,Mektar|Scepticallistic,done
Castform,Rainy,,Mektar,reserved
Castform,Snowy,,Mektar,reserved
Kecleon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/352Kecleon.png,Tayla|Scepticallistic,done
Shuppet,,,,
Banette,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/354Banette.png,Tayla,done
Duskull,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/355Duskull.png,Solackno,done
Dusclops,,,,
Tropius,,,,
Chimecho,,,,
Absol,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/359Absol.png,Pika|Scepticallistic,done
Wynaut,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/360Wynaut.png,Sleet,done
Snorunt,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/361Snorunt.png,Sleet,done
Glalie,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/362Glalie.png,DougJustDoug,done
Spheal,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/363Spheal.png,Sleet|Scepticallistic,done
Sealeo,,,,
Walrein,,,,
Clamperl,,,,
Huntail,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/367Huntail.png,Sleet,done
Gorebyss,,,,
Relicanth,,,,
Luvdisc,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/370Luvdisc.png,Scepticallistic,done
Bagon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/371Bagon.png,Tayla,done
Shelgon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/372Shelgon.png,Arch,done
Salamence,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/373Salamence.png,Scepticallistic,done
Beldum,,,,
Metang,,,,
Metagross,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/376Metagross.png,MrBlack,done
Regirock,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/377Regirock.png,Sleet|Scepticallistic,done
Regice,,,,
Registeel,,,,
Latias,,,,
Latios,,,,
Kyogre,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/382Kyogre.png,Scepticallistic|DarthVader317,done
Groudon,,,,
Rayquaza,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/384Rayquaza.png,Arch|Scepticallistic,done
Jirachi,,,,
Deoxys,Normal,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/386DeoxysNORMAL.png,Nopie|DarthVader317,done
Deoxys,Attack,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/386DeoxysATTACK.png,Nopie,done
Deoxys,Defense,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/386DeoxysDEFENSE.png,Nopie,done
Deoxys,Speed,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/386DeoxysSPEED.png,Nopie,done
Turtwig,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/387Turtwig.png,Nopie,done
Grotle,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/388Grotle.png,Nopie,done
Torterra,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/389Torterra.png,Nopie|Scepticallistic,done
Chimchar,,,,
Monferno,,,,
Infernape,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/392Infernape.png,Scepticallistic,done
Piplup,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/393Piplup.png,DjGopher,done
Prinplup,,,,
Empoleon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/395Empoleon.png,Scepticallistic,done
Starly,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/396Starly.png,Arch,done
Staravia,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/397Staravia.png,Arch,done
Staraptor,,,,
Bidoof,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/399Bidoof.png,Scepticallistic,done
Bibarel,,,,
Kricketot,,,,
Kricketune,,,,
Shinx,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/403Shinx.png,Blackhawk11,done
Luxio,,,,
Luxray,,,,
Budew,,,,
Roserade,,,,
Cranidos,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/408Cranidos.png,Angry_Pacifist|Scepticallistic,done
Rampardos,,,,
Shieldon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/410Shieldon.png,Sleet,done
Bastiodon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/411Bastiodon.png,Sleet,done
Burmy,Plant,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/412BurmyPLANT.png,Mektar|Scepticallistic,done
Burmy,Sandy,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/412BurmySAND.png,Mektar,done
Burmy,Trash,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/412BurmyTRASH.png,Mektar,done
Wormadam,Plant,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/413WormadamPLANT.png,Mektar,done
Wormadam,Sandy,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/413WormadamSANDY.png,Mektar,done
Wormadam,Trash,,Mektar,reserved
Mothim,,,Mektar,reserved
Combee,,,,
Vespiquen,,,,
Pachirisu,,,,
Buizel,,,TacoHawk76,reserved
Floatzel,,,TacoHawk76,reserved
Cherubi,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/420Cherubi.png,Scepticallistic,done
Cherrim,Overcast,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/421CherrimOVERCAST.png,Scepticallistic,done
Cherrim,Sunshine,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/421CherrimSUNNY.png,Scepticallistic,done
Shellos,East,,,
Shellos,West,,,
Gastrodon,East,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/423GastrodonEAST.png,Scepticallistic,done
Gastrodon,West,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/423GastrodonWEST.png,Scepticallistic,done
Ambipom,,,,
Drifloon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/425Drifloon.png,Sleet,done
Drifblim,,,,
Buneary,,,,
Lopunny,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/428Lopunny.png,Alchemator|Scepticallistic,done
Mismagius,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/429Mismagius.png,Scepticallistic,done
Honchkrow,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/430Honchkrow.png,Scepticallistic,done
Glameow,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/431Glameow.png,Sleet,done
Purugly,,,,
Chingling,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/433Chingling.png,Sleet,done
Stunky,,,,
Skuntank,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/435Skuntank.png,Scepticallistic,done
Bronzor,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/436Bronzor.png,Scepticallistic,done
Bronzong,,,,
Bonsly,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/438Bonsly.png,Scepticallistic,done
Mime Jr.,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/439MimeJr.png,Sleet,done
Happiny,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/440Happiny.png,Sleet,done
Chatot,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/441Chatot.png,Alchemator,done
Spiritomb,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/442Spiritomb.png,Thebattleax,done
Gible,,,,
Gabite,,,Tayla,reserved
Garchomp,,,,
Munchlax,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/446Munchlax.png,Nopie,done
Riolu,,,,
Lucario,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/448Lucario.png,Ghost.,done
Hippopotas,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/449Hippopotas.png,Sleet,done
Hippowdon,,,,
Skorupi,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/451Skorupi.png,Sleet,done
Drapion,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/452Drapion.png,Scepticallistic,done
Croagunk,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/453Croagunk.png,Sleet,done
Toxicroak,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/454Toxicroak.png,Alchemator,done
Carnivine,,,,
Finneon,,,,
Lumineon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/457Lumineon.png,AlmondEyes,done
Mantyke,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/458Mantyke.png,Sleet,done
Snover,,,,
Abomasnow,,,,
Weavile,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/461Weavile.png,Someone|Scepticallistic,done
Magnezone,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/462Magnezone.png,Nopie,done
Lickilicky,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/463Lickilicky.png,Scepticallistic,done
Rhyperior,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/464Rhyperior.png,Scepticallistic|Wizwum,done
Tangrowth,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/465Tangrowth.png,Scepticallistic,done
Electivire,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/466Electivire.png,Scepticallistic,done
Magmortar,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/467Magmortar.png,Scepticallistic,done
Togekiss,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/468Togekiss.png,Scepticallistic,done
Yanmega,,,,
Leafeon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/470Leafeon.png,Scepticallistic|Wizwum,done
Glaceon,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/471Glaceon.png,Tayla|Scepticallistic,done
Gliscor,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/472Gliscor.png,thebattleax|Scepticallistic|Nopie,done
Mamoswine,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/473Mamoswine.png,Scepticallistic|MrBlack,done
Porygon-Z,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/474PorygonZ.png,Danilyu|Scepticallistic,done
Gallade,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/475Gallade.png,aXl,done
Probopass,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/476Probopass.png,Scepticallistic,done
Dusknoir,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/477Dusknoir.png,Scepticallistic,done
Froslass,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/478Froslass.png,Scepticallistic,done
Rotom,,,Mektar,reserved
Rotom,Heat,,Mektar,reserved
Rotom,Wash,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/479RotomWASH.png,Mektar|Sleet,done
Rotom,Mow,,Mektar,reserved
Rotom,Fan,,Mektar,reserved
Rotom,Frost,,Mektar,reserved
Uxie,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/480Uxie.png,Nopie|Scepticallistic,done
Mesprit,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/481Mesprit.png,Nopie|Scepticallistic,done
Azelf,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/482Azelf.png,Nopie|Scepticallistic,done
Dialga,,,Nopie,reserved
Palkia,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/484Palkia.png,Nopie,done
Heatran,,,DougJustDoug,reserved
Regigigas,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/486Regigigas.png,Scepticallistic,done
Giratina,Altered,http://i3.photobucket.com/albums/y53/Feargreed/Amethyst%20Sprites/GiratinaAltered.gif,Nopie,QC
Giratina,Origin,http://i612.photobucket.com/albums/tt203/StuWaddell/th_487giratinaodithered.png?t=1286143931,Sleet,limbo
Cresselia,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/488Cresselia.png,Nik S D|aXl,done
Phione,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/489Phione.png,Sleet,done
Manaphy,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/490Manaphy.png,Scepticallistic,done
Darkrai,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/491Darkrai.png,Nik S D|aXl,done
Shaymin,Land,,,
Shaymin,Sky,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/492ShayminSKY.png,Tayla|Scepticallistic,done
Arceus,Bug,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusBUG.png,Nopie|DarthVader317,done
Arceus,Dark,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusDARK.png,Nopie|DarthVader317,done
Arceus,Dragon,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusDRAGON.png,Nopie|DarthVader317,done
Arceus,Electric,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusELECTRIC.png,Nopie|DarthVader317,done
Arceus,Fighting,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusFIGHTING.png,Nopie|DarthVader317,done
Arceus,Fire,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusFIRE.png,Nopie|DarthVader317,done
Arceus,Flying,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusFLYING.png,Nopie|DarthVader317,done
Arceus,Ghost,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusGHOST.png,Nopie|DarthVader317,done
Arceus,Grass,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusGRASS.png,Nopie|DarthVader317,done
Arceus,Ground,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusGROUND.png,Nopie|DarthVader317,done
Arceus,Ice,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusICE.png,Nopie|DarthVader317,done
Arceus,Normal,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusNORMAL.png,Nopie|DarthVader317,done
Arceus,Poison,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusPOISON.png,Nopie|DarthVader317,done
Arceus,Psychic,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusPSYCHIC.png,Nopie|DarthVader317,done
Arceus,Rock,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusROCK.png,Nopie|DarthVader317,done
Arceus,Steel,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusSTEEL.png,Nopie|DarthVader317,done
Arceus,Water,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/493ArceusWATER.png,Nopie|DarthVader317,done
Victini,,,,
Snivy,,,,
Servine,,,,
Serperior,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/497Serperior.png,Crashman,done
Tepig,,,The 100 Mega Shock!,reserved
Pignite,,,,
Emboar,,http://img694.imageshack.us/img694/8995/emboar.png,The 100 Mega Shock!,QC
Oshawott,,,,
Dewott,,,,
Samurott,,,,
Patrat,,,,
Watchog,,,,
Lillipup,,,,
Herdier,,,,
Stoutland,,,,
Purrloin,,,,
Liepard,,,,
Pansage,,,,
Simisage,,,,
Pansear,,,,
Simisear,,,,
Panpour,,,,
Simipour,,,,
Munna,,,,
Musharna,,,,
Pidove,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/519Pidove.png,Energy_Storm,done
Tranquill,,,,
Unfezant,Male,,,
Unfezant,Female,,,
Blitzle,,http://img715.imageshack.us/img715/5617/blitzleamethystfinal.png,thelaytonmobile,QC
Zebstrika,,,,
Roggenrola,,,,
Boldore,,,,
Gigalith,,,,
Woobat,,,,
Swoobat,,,,
Drilbur,,,DjGopher,reserved
Excadrill,,,,
Audino,,,,
Timburr,,,,
Gurdurr,,,,
Conkeldurr,,,,
Tympole,,http://img12.imageshack.us/img12/4180/tympole.png,Energy_Storm,QC
Palpitoad,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/536Gamagaru.png,Energy_Storm,done
Seismitoad,,http://img339.imageshack.us/img339/958/seismitoad.png,Energy_Storm,QC
Throh,,,,
Sawk,,,,
Sewaddle,,,,
Swadloon,,,,
Leavanny,,,,
Venipede,,,,
Whirlipede,,,,
Scolipede,,,,
Cottonee,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/546Monmen.png,Sleet,done
Whimsicott,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/547Erufuun.png,Sleet,done
Petilil,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/548Churine.png,Sleet,done
Lilligant,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/549Doredia.png,Sleet,done
Basculin,Red-striped,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/550BasuraoRED.png,Sleet,done
Basculin,Blue-striped,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/550BasuraoBLUE.png,Sleet,done
Sandile,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/551Meguroco.png,Sleet,done
Krokorok,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/552Waruvile.png,Sleet,done
Krookodile,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/553Waruvial.png,Sleet,done
Darumaka,,,Shiny_togekiss,reserved
Darmanitan,Normal,,,
Darmanitan,Zen,,,
Maractus,,,,
Dwebble,,,,
Crustle,,,,
Scraggy,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/559Zuruggu.png,Sleet,done
Scrafty,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/560Zuruzukin.png,Sleet,done
Sigilyph,,,,
Yamask,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/562Desumasu.png,Shiny_togekiss,done
Cofagrigus,,,,
Tirtouga,,,,
Carracosta,,,,
Archen,,,,
Archeops,,,,
Trubbish,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/568Trubbish.png,Sleet,done
Garbodor,,,,
Zorua,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/570Zorua.png,skymin_flower|aXl,done
Zoroark,,,aXl,reserved
Minccino,,,,
Cinccino,,,,
Gothita,,,,
Gothorita,,,,
Gothitelle,,,,
Solosis,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/577Yuniran.png,Shiny_togekiss,done
Duosion,,,Shiny_togekiss,reserved
Reuniclus,,,Shiny_togekiss,reserved
Ducklett,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/580Ducklett.png,Sleet,done
Swanna,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/581Swanna.png,Sleet,done
Vanillite,,,,
Vanillish,,,,
Vanilluxe,,,,
Deerling,Spring,,,
Deerling,Summer,,,
Deerling,Autumn,,,
Deerling,Winter,,,
